"市町村","事業所数","従　業　者　数_男_（人）","従　業　者　数_女_（人）","従　業　者　数_計_（人）","事業に従事する者の人件費及び派遣受入者に係る人材・派遣会社への支払額_（万円）","原材料、燃料、電力の使用額等_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_製造品出荷額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_加工賃収入額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_その他収入額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_くず・廃物の出荷額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_合   計_（万円）","付加価値額_（万円）"
"【産業分類　21　窯業・土石製品製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　21　窯業・土石製品製造業】_日高町","4.0","35.0","9.0","44.0","13363.0","35061.0","57890.0","-","11562.0","-","69452.0","32754.0"
"【産業分類　21　窯業・土石製品製造業】_由良町","1.0","7.0","1.0","8.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　21　窯業・土石製品製造業】_みなべ町","2.0","16.0","3.0","19.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_日高川町","4.0","33.0","5.0","38.0","13543.0","25755.0","47879.0","1904.0","5163.0","-","54946.0","27801.0"
"【産業分類　21　窯業・土石製品製造業】_白浜町","2.0","23.0","2.0","25.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_上富田町","5.0","18.0","5.0","23.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_すさみ町","2.0","7.0","1.0","8.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_那智勝浦町","1.0","3.0","1.0","4.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　21　窯業・土石製品製造業】_古座川町","2.0","7.0","4.0","11.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　21　窯業・土石製品製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　21　窯業・土石製品製造業】_串本町","3.0","16.0","-","16.0","5625.0","23965.0","39109.0","-","-","-","39109.0","15058.0"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　22　鉄鋼業】_総　　数","69.0","3624.0","245.0","3869.0","2437742.0","66002156.0","78222493.0","412924.0","3413340.0","2115258.0","84164015.0","15037545.0"
"【産業分類　22　鉄鋼業】_和歌山市","31.0","3075.0","193.0","3268.0","2112582.0","57631989.0","67200158.0","328332.0","3401101.0","2115258.0","73044849.0","12997940.0"
"【産業分類　22　鉄鋼業】_海南市","5.0","356.0","16.0","372.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_橋本市","3.0","14.0","3.0","17.0","4496.0","1074.0","χ","9436.0","χ","-","11064.0","9549.0"
"【産業分類　22　鉄鋼業】_有田市","3.0","10.0","2.0","12.0","2966.0","2166.0","7320.0","χ","χ","-","8070.0","5652.0"
"【産業分類　22　鉄鋼業】_御坊市","2.0","2.0","1.0","3.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_田辺市","6.0","12.0","3.0","15.0","2327.0","3337.0","6572.0","2330.0","-","-","8902.0","5301.0"
"【産業分類　22　鉄鋼業】_新宮市","3.0","17.0","2.0","19.0","6334.0","18677.0","31316.0","1700.0","-","-","33016.0","13656.0"
"【産業分類　22　鉄鋼業】_紀の川市","2.0","21.0","3.0","24.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　22　鉄鋼業】_岩出市","1.0","12.0","4.0","16.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_紀美野町","1.0","34.0","3.0","37.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　22　鉄鋼業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_九度山町","1.0","16.0","6.0","22.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_湯浅町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_広川町","3.0","42.0","3.0","45.0","14963.0","117225.0","137108.0","-","-","-","137108.0","19534.0"
"【産業分類　22　鉄鋼業】_有田川町","1.0","1.0","1.0","2.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_由良町","1.0","2.0","-","2.0","χ","χ","-","χ","χ","-","χ","χ"
"【産業分類　22　鉄鋼業】_印南町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_みなべ町","2.0","5.0","2.0","7.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_日高川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_白浜町","1.0","1.0","1.0","2.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_上富田町","1.0","2.0","1.0","3.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　22　鉄鋼業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　22　鉄鋼業】_串本町","1.0","1.0","1.0","2.0","-","χ","χ","-","-","-","χ","χ"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　23　非鉄金属製造業】_総　　数","15.0","415.0","119.0","534.0","237359.0","3112663.0","3774112.0","47632.0","-","-","3821744.0","473599.0"
"【産業分類　23　非鉄金属製造業】_和歌山市","6.0","211.0","21.0","232.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　23　非鉄金属製造業】_海南市","2.0","98.0","4.0","102.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　23　非鉄金属製造業】_橋本市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_有田市","1.0","3.0","3.0","6.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　23　非鉄金属製造業】_御坊市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_田辺市","2.0","14.0","79.0","93.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　23　非鉄金属製造業】_新宮市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_紀の川市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_岩出市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_紀美野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_湯浅町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_有田川町","3.0","88.0","11.0","99.0","51705.0","1096869.0","1243390.0","11031.0","-","-","1254421.0","116357.0"
"【産業分類　23　非鉄金属製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_日高川町","1.0","1.0","1.0","2.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　23　非鉄金属製造業】_白浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_上富田町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　23　非鉄金属製造業】_串本町","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　24　金属製品製造業】_総　　数","276.0","3118.0","694.0","3812.0","1411342.0","4099191.0","7408360.0","1003898.0","544668.0","287.0","8957213.0","4514088.0"
"【産業分類　24　金属製品製造業】_和歌山市","115.0","1370.0","244.0","1614.0","617572.0","1176696.0","1322788.0","753976.0","356431.0","287.0","2433482.0","1160196.0"
"【産業分類　24　金属製品製造業】_海南市","11.0","286.0","67.0","353.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_橋本市","15.0","208.0","71.0","279.0","93682.0","197337.0","398630.0","7503.0","32080.0","-","438213.0","231243.0"
"【産業分類　24　金属製品製造業】_有田市","13.0","64.0","23.0","87.0","25244.0","158865.0","174767.0","3010.0","44955.0","-","222732.0","61326.0"
"【産業分類　24　金属製品製造業】_御坊市","8.0","58.0","7.0","65.0","25624.0","266399.0","341079.0","2675.0","2500.0","-","346254.0","64764.0"
"【産業分類　24　金属製品製造業】_田辺市","17.0","104.0","24.0","128.0","39796.0","123054.0","198772.0","21911.0","5917.0","-","226600.0","102537.0"
"【産業分類　24　金属製品製造業】_新宮市","3.0","6.0","1.0","7.0","1734.0","932.0","2531.0","χ","χ","-","4461.0","3361.0"
"【産業分類　24　金属製品製造業】_紀の川市","24.0","265.0","55.0","320.0","126589.0","304585.0","641716.0","33023.0","1225.0","-","675964.0","258805.0"
"【産業分類　24　金属製品製造業】_岩出市","9.0","95.0","22.0","117.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_紀美野町","5.0","11.0","12.0","23.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_かつらぎ町","12.0","85.0","38.0","123.0","39573.0","150046.0","223316.0","2083.0","218.0","-","225617.0","68299.0"
"【産業分類　24　金属製品製造業】_九度山町","3.0","14.0","5.0","19.0","3157.0","5939.0","6151.0","6293.0","4200.0","-","16644.0","10195.0"
"【産業分類　24　金属製品製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　24　金属製品製造業】_湯浅町","3.0","13.0","6.0","19.0","3466.0","10770.0","11600.0","4460.0","-","-","16060.0","5038.0"
"【産業分類　24　金属製品製造業】_広川町","1.0","15.0","9.0","24.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　24　金属製品製造業】_有田川町","9.0","249.0","66.0","315.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_美浜町","2.0","9.0","4.0","13.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　24　金属製品製造業】_日高町","3.0","22.0","3.0","25.0","9260.0","22335.0","27432.0","3770.0","-","-","31202.0","8322.0"
"【産業分類　24　金属製品製造業】_由良町","3.0","112.0","6.0","118.0","54638.0","262634.0","943579.0","4633.0","-","-","948212.0","676399.0"
"【産業分類　24　金属製品製造業】_印南町","2.0","80.0","14.0","94.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_みなべ町","3.0","6.0","3.0","9.0","1138.0","2775.0","4700.0","χ","χ","-","4956.0","2077.0"
"【産業分類　24　金属製品製造業】_日高川町","5.0","25.0","6.0","31.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　24　金属製品製造業】_白浜町","1.0","1.0","1.0","2.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　24　金属製品製造業】_上富田町","3.0","6.0","3.0","9.0","614.0","1221.0","7700.0","χ","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_すさみ町","1.0","4.0","-","4.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　24　金属製品製造業】_那智勝浦町","3.0","8.0","3.0","11.0","3017.0","3528.0","9000.0","-","-","-","9000.0","5212.0"
"【産業分類　24　金属製品製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　24　金属製品製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　24　金属製品製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　24　金属製品製造業】_串本町","2.0","2.0","1.0","3.0","χ","χ","χ","χ","χ","-","χ","χ"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　25　はん用機械器具製造業】_総　　数","71.0","2211.0","441.0","2652.0","1250342.0","6322057.0","19620554.0","383807.0","41018.0","-","20045379.0","13079761.0"
"【産業分類　25　はん用機械器具製造業】_和歌山市","33.0","1432.0","272.0","1704.0","882249.0","5004334.0","17465590.0","275237.0","36429.0","-","17777256.0","12176585.0"
"【産業分類　25　はん用機械器具製造業】_海南市","2.0","22.0","1.0","23.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_橋本市","4.0","21.0","13.0","34.0","9626.0","35873.0","49450.0","2049.0","2198.0","-","53697.0","16948.0"
"【産業分類　25　はん用機械器具製造業】_有田市","1.0","7.0","1.0","8.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_御坊市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_田辺市","4.0","41.0","5.0","46.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_新宮市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_紀の川市","14.0","323.0","63.0","386.0","159939.0","458995.0","818806.0","60213.0","-","-","879019.0","393402.0"
"【産業分類　25　はん用機械器具製造業】_岩出市","1.0","8.0","1.0","9.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_紀美野町","4.0","13.0","18.0","31.0","3611.0","360.0","χ","6011.0","χ","-","6861.0","6192.0"
"【産業分類　25　はん用機械器具製造業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_湯浅町","1.0","1.0","1.0","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_有田川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_美浜町","1.0","1.0","1.0","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_日高町","1.0","3.0","-","3.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_日高川町","2.0","135.0","26.0","161.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_白浜町","1.0","11.0","-","11.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_上富田町","1.0","168.0","32.0","200.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　25　はん用機械器具製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　25　はん用機械器具製造業】_串本町","1.0","25.0","7.0","32.0","χ","χ","χ","-","-","-","χ","χ"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　26　生産用機械器具製造業】_総　　数","175.0","3109.0","760.0","3869.0","1694354.0","4347674.0","8314768.0","248905.0","125649.0","-","8689322.0","4208599.0"
"【産業分類　26　生産用機械器具製造業】_和歌山市","102.0","1956.0","470.0","2426.0","1133473.0","2987047.0","5931338.0","96059.0","31418.0","-","6058815.0","2991660.0"
"【産業分類　26　生産用機械器具製造業】_海南市","5.0","61.0","7.0","68.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_橋本市","11.0","88.0","20.0","108.0","52380.0","131438.0","341884.0","32880.0","163.0","-","374927.0","228067.0"
"【産業分類　26　生産用機械器具製造業】_有田市","5.0","12.0","5.0","17.0","3572.0","5291.0","9338.0","1414.0","1491.0","-","12243.0","6653.0"
"【産業分類　26　生産用機械器具製造業】_御坊市","2.0","44.0","4.0","48.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_田辺市","8.0","22.0","7.0","29.0","6061.0","14792.0","24289.0","2423.0","1000.0","-","27712.0","12527.0"
"【産業分類　26　生産用機械器具製造業】_新宮市","1.0","7.0","1.0","8.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_紀の川市","16.0","344.0","59.0","403.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_岩出市","3.0","52.0","11.0","63.0","23179.0","57274.0","101572.0","607.0","-","-","102179.0","40362.0"
"【産業分類　26　生産用機械器具製造業】_紀美野町","4.0","52.0","10.0","62.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_かつらぎ町","1.0","2.0","-","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_九度山町","1.0","2.0","1.0","3.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_湯浅町","1.0","5.0","1.0","6.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_広川町","1.0","2.0","1.0","3.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_有田川町","4.0","118.0","3.0","121.0","50600.0","267190.0","336450.0","χ","χ","-","420715.0","169638.0"
"【産業分類　26　生産用機械器具製造業】_美浜町","1.0","5.0","-","5.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_印南町","3.0","39.0","13.0","52.0","23365.0","46184.0","70718.0","-","1.0","-","70719.0","17823.0"
"【産業分類　26　生産用機械器具製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_日高川町","2.0","141.0","26.0","167.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_白浜町","1.0","124.0","117.0","241.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_上富田町","1.0","23.0","4.0","27.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　26　生産用機械器具製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　26　生産用機械器具製造業】_串本町","2.0","10.0","-","10.0","χ","χ","χ","-","χ","-","χ","χ"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　27　業務用機械器具製造業】_総　　数","20.0","774.0","431.0","1205.0","582091.0","707078.0","1525685.0","10670.0","276995.0","-","1813350.0","1015087.0"
"【産業分類　27　業務用機械器具製造業】_和歌山市","8.0","389.0","273.0","662.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_海南市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_橋本市","2.0","24.0","38.0","62.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_有田市","2.0","6.0","2.0","8.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_御坊市","1.0","72.0","43.0","115.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_田辺市","2.0","27.0","5.0","32.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_新宮市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_紀の川市","1.0","149.0","43.0","192.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_岩出市","2.0","71.0","19.0","90.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_紀美野町","2.0","36.0","8.0","44.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　27　業務用機械器具製造業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_湯浅町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_有田川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_日高川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_白浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_上富田町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　27　業務用機械器具製造業】_串本町","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　28　電子部品・デバイス・電子回路製造業】_総　　数","15.0","636.0","327.0","963.0","376791.0","602826.0","1313685.0","49657.0","41579.0","-","1404921.0","685049.0"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_和歌山市","4.0","211.0","94.0","305.0","145268.0","179429.0","385151.0","18215.0","30062.0","-","433428.0","224640.0"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_海南市","1.0","69.0","12.0","81.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_橋本市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_有田市","1.0","1.0","6.0","7.0","χ","χ","-","χ","χ","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_御坊市","1.0","66.0","13.0","79.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_田辺市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_新宮市","1.0","41.0","14.0","55.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_紀の川市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_岩出市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_紀美野町","1.0","10.0","11.0","21.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
